"Antragssteller_ID","Kredit_Zeitspanne","Antragssteller_Kredit_Historie","Kredit_Nutzung","Kredit_Höhe","Antragssteller_Beschäftigt_Seit","Antragssteller_Teilzahlungshöhe","Antragssteller_Geschlecht_Familienstand","Kredit_Zusätzliche_Antragssteller","Antragssteller_Letzter_Wohnwechsel","Antragssteller_Eigentum","Antragssteller_Alter","Antragssteller_Weitere_Ratenzahlungen","Antragssteller_Wohnverhältnis","Antragssteller_Anzahl_Kredite","Antragssteller_Job","Antragssteller_Anzahl_Personen_Vormund","Antragssteller_Telefon","Antragssteller_Ausländisch","Kredit_Score"
879,9,"existing credits paid back duly till now","car (new)",1422,"less than 1 year",3,"male (single)","none",2,"unknown / no property",27,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","bad"
880,30,"critical account/ other credits existing (not at this bank)","radio/television",6742,"4 to 7 years",2,"male (single)","none",3,"building society savings agreement/ life insurance",36,"none","own",2,"skilled employee / official",1,"none","Yes","good"
881,24,"existing credits paid back duly till now","car (used)",7814,"4 to 7 years",3,"male (single)","none",3,"car or other",38,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
882,24,"existing credits paid back duly till now","car (used)",9277,"1 to 4 years",2,"male (divorced/separated)","none",4,"unknown / no property",48,"none","for free",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
883,30,"critical account/ other credits existing (not at this bank)","car (new)",2181,"more than 7 years",4,"male (single)","none",4,"real estate",36,"none","own",2,"skilled employee / official",1,"none","Yes","good"
884,18,"critical account/ other credits existing (not at this bank)","radio/television",1098,"Unemployed",4,"female (divorced/separated/married)","none",4,"car or other",65,"none","own",2,"unemployed / unskilled - non-resident",1,"none",NA,"good"
885,24,"existing credits paid back duly till now","furniture/equipment",4057,"4 to 7 years",3,"male (divorced/separated)","none",3,"car or other",43,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"bad"
886,12,"existing credits paid back duly till now","education",795,"less than 1 year",4,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",53,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
887,24,"critical account/ other credits existing (not at this bank)","business",2825,"4 to 7 years",4,"male (single)","none",3,"unknown / no property",34,"none","own",2,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
888,48,"existing credits paid back duly till now","business",15672,"1 to 4 years",2,"male (single)","none",2,"car or other",23,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
889,36,"critical account/ other credits existing (not at this bank)","car (new)",6614,"more than 7 years",4,"male (single)","none",4,"car or other",34,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","good"
890,28,"all credits at this bank paid back duly","car (used)",7824,"less than 1 year",3,"male (single)","guarantor",4,"real estate",40,"bank","rent",2,"skilled employee / official",2,"yes, registered under the customers name",NA,"good"
891,27,"critical account/ other credits existing (not at this bank)","business",2442,"more than 7 years",4,"male (single)","none",4,"car or other",43,"stores","own",4,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
892,15,"critical account/ other credits existing (not at this bank)","radio/television",1829,"more than 7 years",4,"male (single)","none",4,"car or other",46,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
893,12,"critical account/ other credits existing (not at this bank)","car (new)",2171,"1 to 4 years",4,"male (single)","none",4,"building society savings agreement/ life insurance",38,"bank","own",2,"unskilled - resident",1,"none","No","good"
894,36,"critical account/ other credits existing (not at this bank)","car (used)",5800,"1 to 4 years",3,"male (single)","none",4,"car or other",34,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
895,18,"critical account/ other credits existing (not at this bank)","radio/television",1169,"1 to 4 years",4,"male (single)","none",3,"building society savings agreement/ life insurance",29,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
896,36,"delay in paying off in the past","car (used)",8947,"4 to 7 years",3,"male (single)","none",2,"car or other",31,"stores","own",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
897,21,"existing credits paid back duly till now","radio/television",2606,"less than 1 year",4,"female (divorced/separated/married)","none",4,"building society savings agreement/ life insurance",28,"none","rent",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"good"
898,12,"critical account/ other credits existing (not at this bank)","furniture/equipment",1592,"4 to 7 years",3,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",35,"none","own",1,"skilled employee / official",1,"none",NA,"good"
899,15,"existing credits paid back duly till now","furniture/equipment",2186,"4 to 7 years",1,"female (divorced/separated/married)","none",4,"real estate",33,"bank","rent",1,"unskilled - resident",1,"none",NA,"good"
900,18,"existing credits paid back duly till now","furniture/equipment",4153,"1 to 4 years",2,"male (single)","co-Applicant",3,"car or other",42,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
901,16,"critical account/ other credits existing (not at this bank)","car (new)",2625,"more than 7 years",2,"male (single)","guarantor",4,"building society savings agreement/ life insurance",43,"bank","rent",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
902,20,"critical account/ other credits existing (not at this bank)","car (new)",3485,"less than 1 year",2,"male (divorced/separated)","none",4,"real estate",44,"none","own",2,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
903,36,"critical account/ other credits existing (not at this bank)","car (used)",10477,"more than 7 years",2,"male (single)","none",4,"unknown / no property",42,"none","for free",2,"skilled employee / official",1,"none",NA,"good"
904,15,"existing credits paid back duly till now","radio/television",1386,"1 to 4 years",4,"male (married/widowed)","none",2,"real estate",40,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name",NA,"good"
905,24,"existing credits paid back duly till now","radio/television",1278,"more than 7 years",4,"male (single)","none",1,"real estate",36,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","Yes","good"
906,12,"existing credits paid back duly till now","radio/television",1107,"1 to 4 years",2,"male (single)","none",2,"real estate",20,"none","rent",1,"management / self-employed / highly qualified employee / officer",2,"yes, registered under the customers name",NA,"good"
907,21,"existing credits paid back duly till now","car (new)",3763,"4 to 7 years",2,"male (single)","co-Applicant",2,"real estate",24,"none","own",1,"unskilled - resident",1,"none",NA,"good"
908,36,"existing credits paid back duly till now","education",3711,"1 to 4 years",2,"male (married/widowed)","none",2,"car or other",27,"none","own",1,"skilled employee / official",1,"none",NA,"good"
909,15,"delay in paying off in the past","car (used)",3594,"less than 1 year",1,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",46,"none","own",2,"unskilled - resident",1,"none",NA,"good"
910,9,"existing credits paid back duly till now","car (new)",3195,"1 to 4 years",1,"female (divorced/separated/married)","none",2,"real estate",33,"none","own",1,"unskilled - resident",1,"none",NA,"good"
911,36,"delay in paying off in the past","radio/television",4454,"1 to 4 years",4,"female (divorced/separated/married)","none",4,"real estate",34,"none","own",2,"skilled employee / official",1,"none",NA,"good"
912,24,"critical account/ other credits existing (not at this bank)","furniture/equipment",4736,"less than 1 year",2,"female (divorced/separated/married)","none",4,"car or other",25,"bank","own",1,"unskilled - resident",1,"none",NA,"bad"
913,30,"existing credits paid back duly till now","radio/television",2991,"more than 7 years",2,"female (divorced/separated/married)","none",4,"car or other",25,"none","own",1,"skilled employee / official",1,"none","Yes","good"
914,11,"existing credits paid back duly till now","business",2142,"more than 7 years",1,"male (divorced/separated)","none",2,"real estate",28,"none","own",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","good"
915,24,"all credits at this bank paid back duly","business",3161,"1 to 4 years",4,"male (single)","none",2,"building society savings agreement/ life insurance",31,"none","rent",1,"skilled employee / official",1,"yes, registered under the customers name","Yes","bad"
916,48,"no credits taken / all credits paid back duly","others",18424,"1 to 4 years",1,"female (divorced/separated/married)","none",2,"building society savings agreement/ life insurance",32,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
917,10,"existing credits paid back duly till now","car (used)",2848,"1 to 4 years",1,"male (single)","co-Applicant",2,"real estate",32,"none","own",1,"skilled employee / official",2,"none",NA,"good"
918,6,"existing credits paid back duly till now","car (new)",14896,"more than 7 years",1,"male (single)","none",4,"unknown / no property",68,"bank","own",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name",NA,"bad"
919,24,"existing credits paid back duly till now","furniture/equipment",2359,"Unemployed",1,"male (divorced/separated)","none",1,"building society savings agreement/ life insurance",33,"none","own",1,"skilled employee / official",1,"none",NA,"bad"
